handle,tag,depth,seed,type,language,language_default_policy,lang_confidence,n_msgs,n_posts,n_text_msgs,n_forward_msgs,median_views,subscribers,modal_hour_utc
dumabrief,cz,2,False,channel,ru,ru,1.0,386,386,386,0,761,28439,9
durov_russia,cz,2,False,channel,ru,ru,1.0,1,1,1,0,4690159,955401,18
dva_major,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2,
dvachannel,cz,2,False,channel,ru,ru,0.988,1748,919,581,1,317557,946818,9
dvamotgbot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
dw_ukraina,cz,2,False,channel,uk,uk,1.0,1039,974,974,0,2091,12346,13
dyadyaaidamir09,cz,2,False,channel,ru,ru,0.996,464,391,385,107,171,237,9
e_a_vasileva,cz,2,False,channel,ru,ru,1.0,714,436,424,116,936,5430,17
eadaily,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,5,
eastcoast_intel,cz,2,False,channel,en,en,1.0,986,869,836,932,198,1719,19
easternview,cz,2,False,channel,ru,ru,1.0,63,63,61,0,2203,1511,7
echo_of_war_dnr,cz,2,False,channel,ru,ru,1.0,92,69,69,4,3141,2060,9
econompolit,cz,2,False,channel,ru,ru,1.0,30,30,24,1,86,228,14
edinyzakazchik,cz,2,False,channel,ru,ru,1.0,74,73,66,7,832,5973,7
edtexno,cz,2,False,channel,ru,ru,1.0,65,55,55,8,4708,21329,11
ehdonbass,cz,2,False,channel,es,es,1.0,296,246,235,36,375,1952,7
ekaterina_dashevskaya,cz,2,False,channel,ru,ru,1.0,47,47,46,14,5158,41851,11
ekattop,cz,2,False,channel,ru,ru,1.0,581,379,378,0,12081,35600,3
eksandthecity,cz,2,False,channel,ru,ru,0.997,118,99,88,4,1550,3151,10
elenacherysheva,cz,2,False,channel,ru,ru,1.0,21,21,21,17,274,212,9
elenakharlamovamo,cz,2,False,channel,ru,ru,0.982,20,12,11,2,1652,1441,15
elonmusk,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3909,
elpicahielo,cz,2,False,channel,ru,ru,0.991,197,155,151,132,12940,20210,10
elzoomrt,cz,2,False,channel,es,es,1.0,88,87,83,5,4348,22075,18
embajadarusaes,cz,2,False,channel,es,es,0.993,112,81,78,12,7226,14436,17
embrusnet,cz,2,False,channel,en,en,1.0,77,69,64,58,180,1188,14
empireofknives,cz,2,False,channel,ru,ru,0.988,100,46,37,2,3754,19966,14
energytodaygroup,cz,2,False,channel,ru,ru,1.0,303,301,301,24,4444,23815,6
enews112,cz,2,False,channel,ru,ru,1.0,183,151,151,0,89771,363227,12
entre_guerras,cz,2,False,channel,en,en,0.821,2196,1553,1552,40,12028,138048,19
er_molnia,cz,2,False,channel,ru,ru,1.0,227,185,184,1,9128,49017,7
ertula71,cz,2,False,channel,ru,ru,1.0,97,63,57,1,183,465,8
etatiste,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,18,
eternalmuscovite,cz,2,False,channel,en,en,0.993,2348,2028,1701,844,1529,14139,22
eto_pozitiv,cz,2,False,channel,ru,ru,0.997,346,332,330,0,1274,3867,14
eurasiaexpert,cz,2,False,channel,ru,ru,1.0,274,274,274,0,381,2909,13
eurasianchoice,cz,2,False,channel,en,en,1.0,828,719,708,524,3417,23314,12
europathemighty,cz,2,False,channel,en,en,0.982,3613,3204,2461,3138,27,448,20
european_insider,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
evpanina,cz,2,False,channel,ru,ru,1.0,284,279,279,57,9240,170932,15
evroaz,cz,2,False,channel,mk,mk,1.0,1557,1327,1297,123,518,12883,21
evroazp,cz,2,False,group,mk,mk,0.982,7911,7340,6381,3275,590,2484,21
expert_ru,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,295,
exploitex,cz,2,False,channel,ru,ru,1.0,405,275,274,4,126486,2077483,13
ezhkinkot,cz,2,False,channel,ru,ru,0.994,1023,833,833,471,2527,8593,6
f_karamizand,cz,2,False,channel,fa,fa,1.0,242,220,214,2,51318,36744,13
fahrenheit1724,cz,2,False,channel,ru,ru,1.0,640,519,517,185,3169,7371,11
fanoethiopiawlta,cz,2,False,channel,unknown,unknown,0.0,7,6,6,0,15964,15868,16
farhadibragim,cz,2,False,channel,ru,ru,1.0,105,101,101,24,1211,3793,10
faridaily24,cz,2,False,channel,ru,ru,1.0,25,25,22,0,34690,63870,13
farmcrimeupdates,cz,2,False,channel,en,en,1.0,82,67,61,6,1000,1191,17
farsnewsint,cz,2,False,channel,fa,fa,0.994,1724,1413,1413,3,2672,43019,9
fasrussia,cz,2,False,channel,ru,ru,1.0,45,31,31,0,9119,34230,14
fatigarov_news,cz,2,False,channel,ru,ru,1.0,23,20,20,5,780,1708,16
fbchatik,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,14123,
federalpress,cz,2,False,channel,ru,ru,1.0,788,595,594,148,1434,10397,8
fedorovgd,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,18228,
fedpress_online,cz,2,False,channel,ru,ru,0.997,238,101,101,84,130,1049,7
fence88,cz,2,False,channel,ru,ru,1.0,61,61,61,4,855,2441,12
fennoscandia,cz,2,False,channel,ru,ru,0.992,581,352,341,78,750,7004,16
fighterbomber,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
finsovetnikk,cz,2,False,channel,ru,ru,1.0,25,25,25,0,6399,4465,17
fintexno,cz,2,False,channel,ru,ru,1.0,82,76,76,1,7586,29341,14
first_morskoy,cz,2,False,channel,ru,ru,0.987,172,83,79,100,687,6370,14
firstladyofukraine,cz,2,False,channel,uk,uk,1.0,118,39,37,0,16210,25499,14
flashsend_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
flccc_alliance,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,156,
fliegenderlivlander,cz,2,False,channel,ru,ru,1.0,37,37,37,22,311,1263,12
flower20015,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
fmcg_ru,cz,2,False,channel,ru,ru,1.0,101,95,95,18,7518,42491,9
fond_kadyrova,cz,2,False,channel,ru,ru,1.0,34,34,23,12,1459,1816,19
fontankaspb,cz,2,False,channel,ru,ru,1.0,942,727,720,8,47661,374655,18
forbesrussia,cz,2,False,channel,ru,ru,1.0,861,799,799,128,45145,234954,12
foreal_men,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,563,
forshmaknews,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
fortresskyiv,cz,2,False,channel,en,en,0.994,156,116,113,0,2708,7089,16
fortzinderneuf,cz,2,False,group,en,en,1.0,251,211,166,105,13716,377,3
foxandraven,cz,2,False,channel,ru,ru,0.991,504,448,444,168,2835,7295,9
fragments_ua_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,9,
frantic_easel,cz,2,False,channel,ru,ru,1.0,66,65,62,1,2538,3330,10
frau_marussja,cz,2,False,channel,ru,ru,1.0,1035,848,830,169,3931,8687,11
free_baltic,cz,2,False,channel,ru,ru,1.0,435,369,366,200,381,946,16
frequentflyers,cz,2,False,channel,ru,ru,1.0,66,60,59,7,12146,22970,8
friendlyfather,cz,2,False,channel,en,en,0.971,26,21,16,15,1259,2644,1
frontbird,cz,2,False,channel,ru,ru,1.0,102,95,95,0,26183,118219,9
frontstories,cz,2,False,channel,ru,ru,1.0,6,6,6,0,15897,3413,10
fsk_today,cz,2,False,channel,ru,ru,1.0,469,464,462,31,3363,61728,21
fuckyouthatswhy,cz,2,False,channel,ru,ru,0.991,845,833,804,271,4850,24414,23
fvuchannal,cz,2,False,channel,ru,ru,1.0,54,53,53,3,19467,28836,17
galliadaily,cz,2,False,channel,en,en,1.0,46,43,40,24,5833,13641,12
garlic_live,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,47,
gasconec812,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
gatewaypunditofficial,cz,2,False,channel,en,en,1.0,1444,1443,1431,23,20443,113763,13
gaysua,cz,2,False,group,uk,uk,0.974,2659,2644,2130,3,,5526,18
gazetametro,cz,2,False,channel,ru,ru,1.0,377,320,303,0,1279,21755,10
gazetametro_chat_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
gazetaru,cz,2,False,channel,ru,ru,1.0,630,547,547,6,7953,197193,11
gde_nazist_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
genarmageddon,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,4,
general_governor,cz,2,False,channel,ru,ru,0.997,54,54,54,1,3704,26765,11
generalnote,cz,2,False,channel,ru,ru,1.0,14,14,13,0,226353,27412,14
genichesk_ru,cz,2,False,channel,ru,ru,1.0,433,402,402,68,7518,49394,8
genshab,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,41194,
georgenews,cz,2,False,channel,en,en,0.989,102,93,80,43,68843,149706,19
georgia_man,cz,2,False,channel,ru,ru,1.0,96,62,61,0,7244,5606,11
georgy_fedorov,cz,2,False,channel,ru,ru,1.0,33,28,28,1,747,13633,13
georgy_ma,cz,2,False,channel,ru,ru,1.0,17,17,17,2,73009,53834,14
gerasimovevg,cz,2,False,channel,ru,ru,1.0,121,76,76,18,203,757,9
germaniapost,cz,2,False,channel,en,en,1.0,52,43,38,37,558,1583,14
germansadulaev,cz,2,False,channel,ru,ru,1.0,91,86,82,50,5987,16449,17
geromanat,cz,2,False,channel,en,en,0.984,811,653,647,453,3127,17696,9
ghest_omsk,cz,2,False,channel,ru,ru,0.991,418,335,323,31,4041,20088,10
glagolmedia,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
glasno_znaet,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,105,
glavpolit,cz,2,False,channel,ru,ru,1.0,206,203,203,10,14637,33829,12
gleberve,cz,2,False,channel,ru,ru,1.0,120,103,96,60,5396,7239,14
globalwarzone,cz,2,False,channel,ru,ru,1.0,443,275,274,91,3011,3658,10
goddek,cz,2,False,channel,en,en,0.991,54,52,48,12,30673,40446,1
good78news,cz,2,False,channel,ru,ru,1.0,2623,1916,1898,20,6948,99568,13
goodoshnikov,cz,2,False,channel,ru,ru,0.997,226,210,209,66,14099,20426,6
goodskyrus,cz,2,False,channel,ru,ru,1.0,11,11,8,4,1062,727,20
gossluga,cz,2,False,channel,ru,ru,0.994,480,361,355,333,685,3272,6
gosuslugiforparents,cz,2,False,channel,ru,ru,1.0,72,59,55,3,495779,681954,14
government_by,cz,2,False,channel,ru,ru,1.0,25,22,22,5,14670,16065,7
governorsjew,cz,2,False,channel,ru,ru,0.997,318,301,294,138,3519,18847,8
govoritmilonov,cz,2,False,channel,ru,ru,1.0,200,153,153,38,987,9848,18
gpkgovby,cz,2,False,channel,ru,ru,1.0,178,101,95,4,5909,19048,7
grafinyanegoduet,cz,2,False,channel,ru,ru,1.0,60,60,58,25,34541,24356,21
grazhdanin_guz,cz,2,False,channel,ru,ru,1.0,6,6,6,0,246198,1322,9
greekbordersgeneral,cz,2,False,channel,en,en,0.988,63,38,38,1,1012,2836,6
greekmediaportal,cz,2,False,channel,ru,ru,1.0,54,43,43,25,1437,2846,20
grekovstudio,cz,2,False,channel,ru,ru,1.0,48,25,23,16,1921,2537,8
gridshootandfun,cz,2,False,channel,ru,ru,0.977,38,33,33,15,9420,5787,15
grodnosliv,cz,2,False,channel,ru,ru,0.997,986,879,858,282,2102,12291,14
grpzdc,cz,2,False,channel,ru,ru,0.978,1474,1117,1064,1046,29285,154923,9
gruboprostiite,cz,2,False,channel,ru,ru,0.997,273,224,209,13,9522,15466,10
gruntmedia,cz,2,False,channel,uk,uk,0.991,1982,1542,1540,29,43804,143133,13
gruz0potok,cz,2,False,channel,ru,ru,1.0,85,75,75,4,11334,36723,11
gspmranepa,cz,2,False,channel,ru,ru,1.0,25,14,14,2,537,5876,7
guerradonbas,cz,2,False,channel,es,es,0.997,378,223,221,128,666,2302,8
guknmosreg,cz,2,False,channel,ru,ru,1.0,34,24,24,1,744,1611,11
gumpo,cz,2,False,channel,unknown,ru,0.0,2,2,2,2,1025,315,7
guraanton,cz,2,False,channel,ru,ru,1.0,863,660,652,0,60142,264768,22
guselandrei,cz,2,False,channel,ru,ru,1.0,80,55,51,16,3473,6937,6
gusev_tg,cz,2,False,channel,ru,ru,1.0,131,92,87,16,7485,21841,9
guvdpozo,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2936,
gvergasov,cz,2,False,channel,ru,ru,1.0,194,166,164,123,967,1732,20
gyurzzza,cz,2,False,channel,ru,ru,1.0,64,61,58,0,1634,2462,5
haiduciidobrogei,cz,2,False,channel,ro,ro,1.0,6,6,4,0,1474,474,17
han_solo_news_czech,cz,1,False,channel,cs,cs,0.984,224,224,224,0,150,187,14
hantymoney,cz,2,False,channel,ru,ru,1.0,605,406,398,10,5694,20872,5
hay_em,cz,2,False,channel,ru,ru,0.973,245,215,201,6,346,776,19
hazardernovoserbia,cz,2,False,channel,mk,mk,0.997,84,63,62,14,1986,3257,16
hedgehog_on_palm,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
heilukraine1959,cz,2,False,channel,en,en,0.987,414,257,254,237,2456,15047,17
heilukraine1959arab,cz,2,False,channel,et,et,0.985,84,28,28,3,574,777,7
helenavillarrt,cz,2,False,channel,es,es,1.0,18,17,17,7,8457,12793,17
heliman86,cz,2,False,channel,ru,ru,1.0,23,15,14,12,1535,4409,18
helimedpilots,cz,2,False,channel,ru,ru,0.997,135,115,111,17,619,957,12
helimuseum,cz,2,False,channel,ru,ru,1.0,11,11,11,0,6599,4127,5
help_sumy,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,5,
help_ukrs,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1223,
hermanntertsch,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
hiddenfilesshow,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,511,
historiographe,cz,2,False,channel,ru,ru,0.995,218,205,199,52,5503,52516,10
historydiary,cz,2,False,channel,ru,ru,0.983,212,210,210,2,38196,112397,16
hoduttut,cz,2,False,channel,ru,ru,0.97,491,472,468,19,2887,12649,15
hoholcalling,cz,2,False,channel,ru,ru,0.988,974,690,642,283,2059,31583,18
holmogortalks,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,193,
holodniyyar,cz,1,False,channel,ru,ru,1.0,228,183,172,0,21137,11753,7
homo_sapiens_blog,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,587,
hotptakes,cz,2,False,channel,en,en,0.997,437,306,271,76,1777,3245,14
hrabrozakosmetat,cz,2,False,channel,mk,mk,1.0,16,10,10,0,12735,4485,14
hrunmorgov,cz,2,False,channel,ru,ru,0.997,623,589,583,4,17219,30022,20
hsretoucher17,cz,2,False,channel,en,en,0.966,165,156,147,2,93581,53601,4
hudojnikz,cz,2,False,channel,ru,ru,1.0,47,37,25,1,8705,4983,11
humor_and_politics,cz,2,False,channel,ru,ru,0.997,3719,3604,3378,11,8352,33743,8
ia_kam24,cz,2,False,channel,ru,ru,1.0,558,552,545,5,7854,43278,6
ia_rossa,cz,2,False,channel,ru,ru,1.0,431,422,421,113,1604,6965,11
iarexru,cz,2,False,channel,ru,ru,0.997,1380,1326,1314,254,220,2655,12
icicommittee,cz,2,False,channel,en,en,1.0,20,20,15,0,85883,10725,17
idelator,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,307,
ideology_body,cz,2,False,channel,ru,ru,1.0,18,18,18,0,6121,3628,4
ifax_go,cz,2,False,channel,ru,ru,1.0,392,391,391,22,711,12365,16
ifinvest,cz,2,False,channel,ru,ru,0.991,238,220,220,22,25580,113160,14
igenergy,cz,2,False,channel,ru,ru,1.0,59,59,59,6,1555,13103,21
igordodon,cz,2,False,channel,ru,ru,0.991,101,78,75,2,3890,5844,9
ihor_terekhov,cz,2,False,channel,uk,uk,1.0,14,14,14,0,219612,151200,7
ilovekramatorsk,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,621,
iloveru,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,33670,
im_not_a_princess,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,108,
imashevnb,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1755,
imehanik,cz,2,False,channel,ru,ru,0.997,222,215,215,3,97505,324452,16
imerkouri,cz,2,False,channel,ru,ru,0.994,165,158,147,4,40622,57588,11
imperiumtalk,cz,2,False,channel,ru,ru,1.0,34,30,30,17,408,1662,10
imsindi_z,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,44,
inbox,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
incato2,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,45,
inflation_shock,cz,2,False,channel,ru,ru,0.994,115,99,99,1,22394,40390,15
infodefall,cz,1,False,channel,es,es,1.0,1,1,1,0,283376,21567,4
infodefbulgaria,cz,2,False,channel,bg,bg,0.989,996,637,606,3,429,6483,6
infodefengland,cz,2,False,channel,en,en,1.0,922,647,640,146,3790,50571,19
infodefenseen,cz,2,False,channel,en,en,0.997,207,177,176,4,2411,5349,7
infodefenserus,cz,2,False,channel,ru,ru,1.0,2034,1522,1518,1825,8688,17355,12
infodefenseteambot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
infokju,cz,2,False,channel,pl,pl,1.0,1207,1068,957,373,2385,12337,11
informnapalm,cz,2,False,channel,uk,uk,1.0,391,307,304,73,63614,132180,18
informpskov,cz,2,False,channel,ru,ru,0.994,997,655,631,354,1215,9472,10
infovojna,cz,1,False,group,sk,sk,0.968,6787,6628,5803,2032,3494,5827,17
ino_tv,cz,2,False,channel,ru,ru,1.0,130,130,130,0,627,3093,13
inosmi_natapara,cz,2,False,channel,ru,ru,1.0,69,56,56,53,484,1091,11
inrussia_online,cz,2,False,channel,ru,ru,1.0,202,184,184,7,8880,19863,7
insiderpaper,cz,1,False,empty,unknown,unknown,0.0,0,0,0,0,,109818,
intelligencyhs,cz,2,False,channel,en,en,1.0,58,50,48,2,94,75,0
intelrepublic,cz,2,False,channel,en,en,1.0,1773,1595,1594,0,15069,0,12
internet,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,195944,
internetsmi,cz,2,False,channel,ru,ru,1.0,175,173,173,6,10075,53372,6
investigat,cz,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
ionceban,cz,2,False,channel,ru,ru,1.0,268,131,127,0,1881,6890,8
ipumpbrain,cz,2,False,channel,ru,ru,1.0,213,164,164,0,31228,185726,6
ir_pakistan,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
iran_daily24,cz,2,False,channel,fa,fa,1.0,2148,1774,1768,2,881,17894,9
irandezhurniy,cz,2,False,channel,ru,ru,1.0,59,54,54,4,4731,22282,13
irinamar_z,cz,2,False,channel,es,es,1.0,1158,887,883,353,11563,78875,12
irna_ru,cz,2,False,channel,ru,ru,0.973,640,412,406,6,3158,28521,19
ironlogica,cz,2,False,channel,ru,ru,1.0,257,145,129,0,58253,213143,6
ishchenko,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
israeltoday,cz,2,False,channel,ru,ru,1.0,90,89,88,0,31713,142594,15
istocni_front,cz,2,False,channel,mk,mk,0.994,446,347,339,0,11340,61558,12
iswnews_en,cz,2,False,channel,en,en,1.0,178,129,127,3,434,20635,12
itamaratygovbr,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,93,
itsdonetsk,cz,2,False,channel,ru,ru,1.0,3920,2056,2056,7,193813,607382,12
iz_pervih_ust,cz,2,False,group,ru,ru,1.0,3702,3623,1769,39,107185,5349,15
izhevsktop1,cz,2,False,channel,ru,ru,0.994,513,312,312,0,10360,40560,5
iznankawomen,cz,2,False,channel,ru,ru,1.0,244,173,173,18,10412,9222,13
jaegermeisster,cz,2,False,channel,ru,ru,0.991,272,230,223,178,62,487,19
jaimedqvacanal,cz,2,False,channel,es,es,1.0,252,219,213,75,219,3216,12
jairbolsonarobrasil,cz,2,False,channel,pt,pt,1.0,99,99,93,0,794575,1119177,23
jan_h_cz,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
janbaranek,cz,1,False,channel,sk,sk,1.0,5,5,5,0,36251,8875,23
johnnyjamesmiller,cz,2,False,channel,en,en,1.0,46,34,33,9,5919,3510,16
jscovid1984,cz,1,False,channel,sk,sk,0.995,386,371,371,0,1856,6006,20
juchkovsky,cz,2,False,channel,ru,ru,1.0,62,51,49,28,11011,10558,19
julianassangewiki,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,164827,
justdudechannel,cz,1,False,channel,en,en,0.997,631,574,570,128,16320,65015,14
kabanuks,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kalachevpost,cz,2,False,channel,ru,ru,0.997,377,366,364,64,8148,11709,5
kaliningradtop,cz,2,False,channel,ru,ru,0.974,317,253,251,0,8539,39540,8
kalininskydn,cz,2,False,group,ru,ru,0.981,6799,6645,4865,62,84815,18512,17
kamgov41,cz,2,False,channel,ru,ru,1.0,542,377,358,52,852,7877,6
kamishov_a_s,cz,2,False,channel,ru,ru,1.0,118,76,72,78,265,563,6
kamranleaks,cz,2,False,channel,ru,ru,1.0,93,93,91,10,1188,4469,9
kanadkaimmigrantka,cz,2,False,channel,ru,ru,0.997,224,184,171,42,2399,4132,11
kanal_radovanandrasik,cz,2,False,channel,sk,sk,1.0,4,4,4,1,1547,647,9
kanekoathegreat,cz,1,False,channel,en,en,1.0,104,94,94,8,120821,121652,2
karabasssss,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
karaulov_life,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1079,
karjala474,cz,2,False,channel,ru,ru,0.997,136,90,87,23,667,1028,8
karjalavapaa,cz,2,False,channel,ru,ru,0.952,8,8,7,0,15415,5579,19
kartezianec,cz,2,False,channel,ru,ru,1.0,56,56,55,11,9335,34386,10
kashinguru,cz,2,False,channel,ru,ru,0.979,1958,1718,1470,1270,24659,75010,14
kaskadnerv,cz,2,False,channel,ru,ru,0.99,76,45,43,29,16598,28174,12
kawsachunnews,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,20,
kazantop1,cz,2,False,channel,ru,ru,0.991,516,343,343,0,15157,54077,10
kbrvdvkr,cz,2,False,channel,ru,ru,1.0,334,289,283,81,11331,79750,9
kcpn2014,cz,2,False,channel,ru,ru,1.0,53,22,19,3,33762,32959,12
kedmi,cz,1,False,empty,unknown,unknown,0.0,0,0,0,0,,57561,
kedrlubnany,cz,2,False,channel,ru,ru,0.983,90,55,55,1,700,1980,9
kemertop,cz,2,False,channel,ru,ru,1.0,450,320,319,0,5969,30667,11
kenigtiger_rss,cz,2,False,channel,ru,ru,1.0,10,10,10,0,10057,2293,16
kgk_oficial,cz,2,False,channel,ru,ru,1.0,82,50,48,1,1744,11413,13
khamenei_en,cz,2,False,channel,en,en,0.994,91,62,62,0,658,22234,11
khamsin_season,cz,2,False,channel,ru,ru,1.0,19,19,19,1,2001,4369,4
kharkov_narodnuy,cz,2,False,channel,ru,ru,1.0,800,525,525,169,2670,10651,17
kharkov_perviy,cz,2,False,channel,ru,ru,1.0,1563,1330,1328,155,10125,48590,6
kharkov_sky,cz,2,False,channel,ru,ru,1.0,141,136,136,9,4709,11855,18
kharkovanon_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
khartiia,cz,2,False,channel,uk,uk,1.0,18,14,14,0,3195,15211,9
khayalpressa313,cz,2,False,channel,ru,ru,1.0,464,388,388,0,6023,48883,6
khazinml,cz,1,False,channel,ru,ru,1.0,204,190,186,99,115555,246279,4
kher_vest_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
khubezovdmitrii,cz,2,False,channel,ru,ru,1.0,11,3,3,0,2254,2053,13
kianmeli1,cz,2,False,channel,fa,fa,1.0,1472,1307,1301,42,33460,339572,10
kievskiybydem,cz,2,False,group,ru,ru,0.982,4419,4367,2280,57,65860,10119,15
kilinkarovspiridon,cz,2,False,channel,ru,ru,1.0,121,114,112,79,11028,29023,7
killnet_mirror,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,399,
kirasazonova,cz,2,False,channel,ru,ru,1.0,39,39,39,1,10533,16825,9
kitklarenberg,cz,2,False,channel,en,en,1.0,8,8,8,0,730,538,14
klueberry,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
knifemedia,cz,2,False,channel,ru,ru,1.0,227,225,225,1,20084,101734,12
knyaz_cherkasky,cz,2,False,channel,ru,ru,1.0,67,67,67,0,2583,16041,6
kochka_lv,cz,2,False,channel,ru,ru,1.0,4375,3392,3346,4269,72,2804,7
kocky_su_hodene,cz,2,False,channel,sk,sk,0.996,47,39,35,0,1018,581,8
kod_jizny,cz,2,False,channel,ru,ru,1.0,112,83,75,28,100,375,12
kodjizny_sendbot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
komissarischezaet,cz,2,False,channel,ru,ru,1.0,15,15,15,0,112450,31650,17
komitetnacinter,cz,2,False,channel,ru,ru,1.0,39,39,39,0,9490,5816,7
kononenkome,cz,2,False,channel,ru,ru,1.0,247,247,241,29,6407,9596,12
konstantinzatulin,cz,2,False,channel,ru,ru,1.0,52,45,44,13,64642,130622,5
kowalskiteamcustom,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,0,
kozhevnik_lykov_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kpmoldova,cz,2,False,channel,ru,ru,0.994,1331,1081,1073,325,5868,33840,5
kpru_life,cz,2,False,channel,ru,ru,1.0,363,330,330,0,1851,3016,6
kpszsu,cz,2,False,channel,uk,uk,0.994,59,52,50,4,54892,886624,8
krasnouhov,cz,2,False,channel,ru,ru,1.0,11,11,11,4,403,389,12
krasntop,cz,2,False,channel,ru,ru,0.997,368,249,249,1,10079,34904,9
kremlin_bashnya,cz,2,False,channel,ru,ru,1.0,435,427,404,120,1468,7569,6
krimski,cz,2,False,channel,ru,ru,0.991,1946,1243,1208,1898,3264,21936,8
krioggen,cz,2,False,channel,ru,ru,1.0,93,84,84,0,24795,19895,11
krpnv,cz,2,False,channel,ru,ru,1.0,56,45,45,19,1078,10761,15
ksbforum,cz,2,False,group,sk,sk,0.956,631,616,586,115,4814,1372,16
kshulika,cz,2,False,channel,ru,ru,1.0,1558,1486,1482,1,5520,50043,12
ktcust,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kub_media,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,29,
kulemzin_donetsk,cz,2,False,channel,ru,ru,1.0,706,492,485,36,16790,30401,8
kunuzru,cz,2,False,channel,ru,ru,1.0,646,618,618,0,43744,81005,7
kurdishfront,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,5607,
kurdishfrontnews,cz,2,False,channel,en,en,1.0,143,95,94,2,1231,18715,7
kurdpatriott,cz,2,False,channel,fa,fa,1.0,69,54,54,3,883,958,15
kurganistan45,cz,2,False,channel,ru,ru,1.0,582,324,311,9,9633,64357,8
kurskadm,cz,2,False,channel,ru,ru,0.997,1092,352,350,200,10498,80040,6
kurskprav,cz,2,False,group,ru,ru,0.989,9717,8919,8187,1234,11054,4067,20
kuznec_obereg_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kwisatzhaderakh,cz,2,False,channel,bg,bg,0.991,2113,1860,1712,665,212,3257,17
kyber_net,cz,2,False,channel,ru,ru,1.0,100,93,93,15,540,2362,14
labppsh,cz,2,False,channel,ru,ru,1.0,15,15,15,2,14924,13863,4
lachentyt,cz,2,False,channel,uk,uk,1.0,1369,1292,1291,26,547677,1570587,12
